458.0,24.0,409.23971553921183,143.56985728180325,528.0,192.0,576.7602844607884,72.43014271819675,N
554.0,84.0,509.38099902869635,193.414611444397,604.0,232.0,648.6190009713039,122.585388555603,T
666.0,112.0,614.095441968947,239.2802376909624,660.0,258.0,711.904558031053,130.7197623090376,I
746.0,152.0,694.5169350179501,278.2466534067055,792.0,318.0,843.4830649820499,191.7533465932945,S
858.0,196.0,809.0562329177799,316.0197929436008,912.0,358.0,960.9437670822201,237.9802070563992,A
88.0,48.0,40.45483668298766,164.5901400109119,142.0,206.0,189.54516331701234,89.40985998908809,S
190.0,92.0,136.82579301903218,222.39366792251462,180.0,240.0,233.17420698096782,109.60633207748538,I
266.0,130.0,217.34140645143532,249.32049106099703,322.0,292.0,370.6585935485647,172.67950893900297,A
400.0,178.0,349.1145459883305,302.78119316116727,460.0,348.0,510.8854540116695,223.21880683883273,S
578.0,270.0,530.2986179646251,386.97321919237925,626.0,426.0,673.701382035375,309.02678080762075,E
682.0,320.0,637.7951273776448,428.39908686065655,730.0,466.0,774.2048726223552,357.60091313934345,A
782.0,366.0,739.2482589489916,470.8357209673061,850.0,516.0,892.7517410510084,411.1642790326939,N
892.0,424.0,841.9428026862274,546.7501439936859,948.0,590.0,998.0571973137726,467.2498560063141,T
74.0,256.0,32.076515646888595,358.804671799825,138.0,402.0,179.92348435311146,299.195328200175,O
192.0,300.0,151.0882549662174,400.3236869705461,268.0,448.0,308.9117450337826,347.6763130294539,D
306.0,350.0,262.54895706638774,456.55054743365076,374.0,502.0,417.45104293361226,395.44945256634924,O
404.0,386.0,353.5286743372791,509.7656685774266,462.0,554.0,512.4713256627209,430.2343314225734,N
502.0,434.0,458.10756481436965,541.6329284977219,562.0,584.0,605.8924351856301,476.3670715022779,A
628.0,488.0,585.6277586948161,591.9051125644125,630.0,610.0,672.3722413051839,506.09488743558745,I
718.0,524.0,674.5216931633183,630.6174039139814,776.0,672.0,819.4783068366817,565.3825960860186,E
138.0,470.0,89.59931608202123,588.6880456587237,186.0,628.0,234.40068391797877,509.3119543412763,P
238.0,506.0,195.50616857957766,610.2032755650325,298.0,652.0,340.49383142042234,547.796724434967,O
338.0,556.0,289.7827987034533,674.2381099969257,402.0,720.0,450.2172012965468,601.7618900030741,L
