876.0,26.0,825.5286743372791,149.7656685774266,934.0,194.0,984.4713256627209,70.2343314225734,N
974.0,74.0,930.1075648143697,181.63292849772188,1034.0,224.0,1077.8924351856301,116.3670715022779,A
1100.0,128.0,1057.627758694816,231.90511256441255,1102.0,250.0,1144.372241305184,146.09488743558745,I
510.0,64.0,465.6661725623518,172.71530956179322,562.0,212.0,606.3338274376482,103.28469043820678,N
610.0,110.0,561.5993160820212,228.6880456587237,658.0,268.0,706.4006839179788,149.3119543412763,P
710.0,146.0,667.5061685795777,250.20327556503253,770.0,292.0,812.4938314204223,187.79672443496702,O
810.0,196.0,761.7827987034533,314.2381099969257,874.0,360.0,922.2172012965468,241.7618900030741,L
912.0,216.0,861.1145459883305,340.78119316116727,972.0,386.0,1022.8854540116695,261.21880683883273,E
1016.0,266.0,969.5955308176096,379.7929324804959,1078.0,424.0,1124.4044691823906,310.2070675195041,W
1118.0,330.0,1075.4789046765081,434.2701320453634,1168.0,472.0,1210.5210953234919,367.7298679546366,S
536.0,258.0,487.0562329177798,378.0197929436008,590.0,420.0,638.9437670822201,299.9802070563992,N
664.0,312.0,617.1467738655369,426.8933732450837,664.0,446.0,710.8532261344631,331.1066267549163,I
724.0,346.0,680.9358215122668,451.60187933024054,780.0,492.0,823.0641784877332,386.39812066975946,O
820.0,388.0,772.7127463135736,503.9576946086386,866.0,542.0,913.2872536864264,426.0423053913614,S
926.0,434.0,882.6779118816805,540.2343247325143,990.0,584.0,1033.3220881183195,477.7656752674857,A
1040.0,480.0,994.7362249522314,590.9957249500803,1110.0,638.0,1155.2637750477688,527.0042750499197,Q
1156.0,528.0,1110.1113500787815,640.5280416759497,1202.0,678.0,1247.8886499212185,565.4719583240503,H
654.0,506.0,613.7875568488214,604.6088605042014,730.0,652.0,770.2124431511786,553.3911394957986,A
764.0,552.0,718.5453776307448,663.4637203123943,764.0,682.0,809.4546223692552,570.5362796876057,I
