782.0,6.0,739.2482589489916,110.83572096730609,850.0,156.0,892.7517410510084,51.16427903269391,N
892.0,64.0,841.9428026862274,186.75014399368592,948.0,230.0,998.0571973137726,107.24985600631408,T
404.0,26.0,353.5286743372791,149.7656685774266,462.0,194.0,512.4713256627209,70.2343314225734,N
502.0,74.0,458.10756481436965,181.63292849772188,562.0,224.0,605.8924351856301,116.3670715022779,A
628.0,128.0,585.6277586948161,231.90511256441255,630.0,250.0,672.3722413051839,146.09488743558745,I
718.0,164.0,674.5216931633183,270.61740391398143,776.0,312.0,819.4783068366817,205.38259608601857,E
816.0,224.0,771.9786099990768,331.949151198859,880.0,376.0,924.0213900009232,268.05084880114146,A
138.0,110.0,89.59931608202123,228.6880456587237,186.0,268.0,234.40068391797877,149.3119543412763,P
238.0,146.0,195.50616857957766,250.20327556503253,298.0,292.0,340.49383142042234,187.79672443496702,O
338.0,196.0,289.7827987034533,314.2381099969257,402.0,360.0,450.2172012965468,241.7618900030741,L
440.0,216.0,389.1145459883305,340.78119316116727,500.0,386.0,550.8854540116695,261.21880683883273,E
544.0,266.0,497.59553081760964,379.7929324804959,606.0,424.0,652.4044691823906,310.2070675195041,W
646.0,330.0,603.4789046765081,434.2701320453634,696.0,472.0,738.5210953234919,367.7298679546366,S
738.0,368.0,692.2948327002134,480.0781060141512,800.0,524.0,845.7051672997866,411.9218939858488,A
866.0,418.0,820.2948327002134,530.0781060141512,928.0,574.0,973.7051672997866,461.9218939858488,P
64.0,258.0,15.056232917779823,378.0197929436008,118.0,420.0,166.94376708222012,299.9802070563992,N
192.0,312.0,145.14677386553694,426.8933732450837,192.0,446.0,238.85322613446306,331.1066267549163,I
252.0,346.0,208.93582151226678,451.60187933024054,308.0,492.0,351.0641784877332,386.39812066975946,O
348.0,388.0,300.7127463135736,503.9576946086386,394.0,542.0,441.2872536864264,426.0423053913614,S
454.0,434.0,410.67791188168053,540.2343247325143,518.0,584.0,561.3220881183195,477.7656752674857,A
568.0,480.0,522.7362249522314,590.9957249500803,638.0,638.0,683.2637750477688,527.0042750499197,Q
684.0,528.0,638.1113500787815,640.5280416759497,730.0,678.0,775.8886499212185,565.4719583240503,H
182.0,506.0,141.7875568488214,604.6088605042014,258.0,652.0,298.2124431511786,553.3911394957986,A
292.0,552.0,246.54537763074484,663.4637203123943,292.0,682.0,337.45462236925516,570.5362796876057,I
