930.0,24.0,881.2397155392118,143.56985728180325,1000.0,192.0,1048.7602844607884,72.43014271819675,N
1026.0,84.0,981.3809990286964,193.414611444397,1076.0,232.0,1120.6190009713039,122.585388555603,T
1138.0,112.0,1086.095441968947,239.2802376909624,1132.0,258.0,1183.904558031053,130.7197623090376,I
560.0,48.0,512.4548366829877,164.5901400109119,614.0,206.0,661.5451633170123,89.40985998908809,S
662.0,92.0,608.8257930190322,222.39366792251462,652.0,240.0,705.1742069809678,109.60633207748538,I
738.0,130.0,689.3414064514353,249.32049106099703,794.0,292.0,842.6585935485647,172.67950893900297,A
872.0,178.0,821.1145459883305,302.78119316116727,932.0,348.0,982.8854540116695,223.21880683883273,S
1050.0,270.0,1002.2986179646251,386.97321919237925,1098.0,426.0,1145.701382035375,309.02678080762075,E
1154.0,320.0,1109.7951273776448,428.39908686065655,1202.0,466.0,1246.2048726223552,357.60091313934345,A
546.0,256.0,504.0765156468886,358.804671799825,610.0,402.0,651.9234843531115,299.195328200175,O
664.0,300.0,623.0882549662174,400.3236869705461,740.0,448.0,780.9117450337826,347.6763130294539,D
778.0,350.0,734.5489570663877,456.55054743365076,846.0,502.0,889.4510429336123,395.44945256634924,O
876.0,386.0,825.5286743372791,509.7656685774266,934.0,554.0,984.4713256627209,430.2343314225734,N
974.0,434.0,930.1075648143697,541.6329284977219,1034.0,584.0,1077.8924351856301,476.3670715022779,A
1100.0,488.0,1057.627758694816,591.9051125644125,1102.0,610.0,1144.372241305184,506.09488743558745,I
510.0,424.0,465.6661725623518,532.7153095617932,562.0,572.0,606.3338274376482,463.2846904382068,N
610.0,470.0,561.5993160820212,588.6880456587237,658.0,628.0,706.4006839179788,509.3119543412763,P
710.0,506.0,667.5061685795777,610.2032755650325,770.0,652.0,812.4938314204223,547.796724434967,O
810.0,556.0,761.7827987034533,674.2381099969257,874.0,720.0,922.2172012965468,601.7618900030741,L
